name	price	unit	lon	lat	region	adress
珠江铂世湾	45000	元/㎡	113.365921	23.029552	番禺	万博华南新城高尔夫东侧
广州大华紫悦府	35000	元/㎡起	113.341440149	22.942044238175	番禺	禺山西路海伦堡创意园旁
天河云商汇	28888	元/㎡起	113.409976	23.178569	天河	高唐路与软件路交界处
思科智慧城12光年	45000	元/㎡	113.418378	23.034949	番禺	广州国际创新城大学城南岸
灵山岛金茂湾	37000	元/㎡	113.51303324595	22.775047219418	南沙	横沥镇灵山岛尖沙嘴中路以南
中海左岸澜庭	230	万元/套起	113.49929480811	22.961475297397	番禺	亚运大道北砺江旁
碧桂园藏珑府长盛汇	22000	元/㎡	113.31983542167	23.015814820693	番禺	G105与南大路交汇处（长隆野生动物世界北门侧）
华润置地润悦	18500	元/㎡起	113.775621	23.287033	增城	增城大道475号
保利天汇	50000	元/㎡	113.418464	23.159701	天河	大观中路120号
元邦明月翡翠	43000	元/㎡起	113.26024217804	23.201834888736	白云	规划中12号线南航新村站旁
广州柳岸晓风	33000	元/㎡起	113.51432175358	22.772413542177	南沙	国际金融岛
龙光天璞	35000	元/㎡起	113.33214087566	22.929455089878	番禺	大夫山下景观大道东侧
实地•紫薇公馆	99500	元/㎡起	113.30142932182	23.125576005998	越秀	东山口新河浦江岭下
花生大厦	15000	元/㎡	113.34311320779	23.306675185689	白云	民营科技园科园路13号（近太和地铁站，可导航花生大厦）
星河东悦湾	28000	元/㎡起	113.53915445985	22.818025336252	南沙	市南大道135号星河东悦湾营销中心
华润置地瑞府	33000	元/㎡起	113.51132725631	22.770467685209	南沙	灵山岛尖（导航“华润置地瑞府”）
领南星河荣誉	28500	元/㎡	113.60434634938	22.779122297033	南沙	市二中南侧
品实云湖花城	40000	元/㎡起	113.22412098905	23.228706488943	白云	石沙路地铁8号线亭岗站（在建中）旁
中海熙园	22000	元/㎡	113.45718183778	22.889979931703	南沙	东涌镇东涌文化广场旁
逸合中心	34000	元/㎡	113.24771047954	23.088310547878	荔湾	浣花路（荔湾儿童公园西侧）
龙光天曜	25000	元/㎡	113.21743167007	23.045015290832	广州周边	桂城街道平洲南港路北侧
时代绿庭山语	22000	元/㎡	113.4018880507	22.811796686666	南沙	潭灵大道大岗政府旁
天健云山府	66000	元/㎡	113.28057725513	23.177143064326	白云	白云新城白云大道南397号
万科世博汇	26000	元/㎡起	113.28536380534	22.993666824258	番禺	韦海路
越秀国际总部广场（越秀天珹）	26000	元/㎡起	113.54857985023	22.800496556206	南沙	地铁4号线金洲站（A出口）
碧桂园星荟	19000	元/㎡	113.4527	23.052088	番禺	化龙镇翠湖工业大道11号
景业东湖洲豪园	26000	元/㎡起	113.59630533701	22.755026881162	南沙	南沙街环市大道南横地铁口西侧
南沙时代香海彼岸	28000	元/㎡起	113.59039309549	22.751370928442	南沙	漾滨路
藏珑府	42000	元/㎡起	113.31883596453	23.017904371032	番禺	番禺区G105与南大路交汇处（长隆野生动物世界北门侧）
大壮名城	45000	元/㎡	113.47235595107	23.169229844593	黄埔	开泰大道科丰路口
美的云筑	19000	元/㎡	113.46207206281	22.856110949499	南沙	东涌庆盛同兴路
敏捷富瑞公馆	18000	元/㎡	113.37568394629	22.924039052154	番禺	金业街1号
广州碧桂园樾时光	37000	元/㎡起	113.29793651118	23.036552126798	番禺	广州碧桂园（地铁2号线南浦站旁）
恒大金碧花园	426	万元/套起	113.29695909033	23.071947684621	海珠	工业大道南
中国中铁·诺德梓悦台	21000	元/㎡	113.813248	23.293868	增城	荔星大道北
保利大国璟	19500	元/㎡起	113.78763592793	23.287219541291	增城	广州市增城区朱村广汕路沿线
万科元培里	800	万元/套起	113.534811	23.220836	黄埔	永顺大道（万科山景城对面）
保利麓湖	8300	元/㎡	113.08038408344	23.51665067434	广州周边	广清高速龙塘出口右转约6公里
建发九龙仓央玺	43000	元/㎡起	113.24080463315	23.197588349892	白云	白云新城石井河绿道旁
碧桂园鹤鸣洲	6980	元/㎡起	113.51876982756	23.775945395144	广州周边	佛冈京珠高速汤塘出口右转
金地艺境天成	8000	元/㎡	112.91881716502	23.428314732136	广州周边	三水区大塘镇
碧桂园中心	28000	元/㎡	113.81950349536	23.282132872218	增城	广州东地铁21号线增城广场站万达旁
保利紫山花园	19000	元/㎡起	113.16348376706	23.160807307162	广州周边	里水大道南53号
保利碧桂园公园大道	49000	元/㎡	113.25123546295	23.07790984615	荔湾	广钢新城鹤洞路157号（广钢公园南侧）
融创清城首府	8600	元/㎡	113.041068	23.660776	广州周边	清城区清远大道北盛兴中英文学校旁
时代雁山湖（鹤山）	7400	元/㎡	113.03509	22.796582	广州周边	鹤山市沙坪镇雁前路79号(鹤山大雁山风景区旁)
时代天汇	16000	元/㎡	113.79393824364	23.195350823496	增城	增城区石顺大道622号
越秀东坡	26000	元/㎡起	113.57170266572	22.804695926139	南沙	广州市南沙区进港大道北侧（近南沙街道办事处）
方圆合景南沙水恋	21000	元/㎡起	113.51549832264	22.841617740771	南沙	黄阁汽车城地铁站A出口附近
万科金域学府	14000	元/㎡	113.16791007376	22.770979651665	广州周边	顺德区新齐宁路东侧昌教小学对面
碧桂园金叶子	13000	元/㎡起	113.79124676658	23.569506736434	增城	白水寨景区
创基天峰	19000	元/㎡起	113.8041372052	23.284015119219	增城	荔城街增城大道134号
新城璟城	16500	元/㎡	112.99053	23.142481	广州周边	南海区狮山镇广云路和兴业路交界
碧桂园溪畔名苑	14000	元/㎡	113.59973510769	23.556181040759	从化	街口河滨北路86号（河岛公园旁）
碧桂园朝花	38000	元/㎡起	113.24172008924	23.074362692846	荔湾	花地大道中（西塱地铁站D出口）
中海联睿品	23000	元/㎡起	113.63677131678	23.15726639793	增城	民营大道东（新塘客运站南300米）
融信天樾府	22000	元/㎡起	113.81566985641	23.302445804824	增城	荔城大道229号（增城区实验小学东侧）
科慧花园	20000	元/㎡起	113.69086430035	23.29142486549	增城	广州地铁21号线凤岗站C出口
信达金茂广场	28000	元/㎡起	113.32797457497	23.175396456602	天河	广州大道北920号
保利东郡	52000	元/㎡	113.247746	23.071095	荔湾	开拓路与求实一横路交界处
时代紫林	18000	元/㎡起	113.23387968028	23.471230801232	花都	芙蓉大道东侧
清远时代水岸	9000	元/㎡	113.01625985487	23.724240651376	广州周边	清城区湖西路95号
碧桂园凤凰城云顶	30000	元/㎡起	113.580599	23.160932	增城	云颂横街1号
龙光玖誉府	9500	元/㎡	113.01445261958	23.269572805209	广州周边	三水齐力大道北（乐平中心小学旁）
万科未来森林	53000	元/㎡	113.25448276721	23.214155178012	白云	黄石西路小坪立交引桥位置
中粮珑湾祥云	24500	元/㎡	113.16967118495	22.998713178562	广州周边	禅城东平路半月岛湿地公园旁
市政尚塬颐都汇	19888	元/㎡起	113.30927514486	23.155521836739	天河	先烈东横路60号（星海音乐学院继续教育学院旁）
凯德双桥8号	48000	元/㎡	113.22904551383	23.132193292306	荔湾	裕福街35号5\/6号线坦尾站旁
巴厘天地上苑	15000	元/㎡	113.54252858391	23.497778610612	从化	广从北路263号
颐安灝景湾	15000	元/㎡	113.312867	22.779583	广州周边	容里居委会建丰路以西、昌明西路以东
珠水豪庭	35000	元/㎡	113.19916258525	23.126165192601	广州周边	南海区大沥黄岐北环路138号
招商曦岸	18000	元/㎡起	113.188722	22.967221	广州周边	仙涌地铁站旁
南沙珠江湾商用	17000	元/㎡起	113.58976493735	22.747941554906	南沙	漾滨路
恒大世纪生态城	5800	元/㎡	112.93454936607	23.858220408119	广州周边	广清连高速龙颈出口
星汇海珠湾	30500	元/㎡起	113.27419460957	23.080864943798	海珠	广纸路40号
首创碧桂园悦山府	17500	元/㎡起	113.85845099091	23.287142169479	增城	广州市增城区狮尾路1号（荔城中学斜对面）
恒大云东海花园	9700	元/㎡	112.88459223477	23.245004526594	广州周边	三水云东海街道
保利葉公馆	33000	元/㎡	113.16235	23.053363	广州周边	千灯湖桂澜路
恒大山水龙盘	8200	元/㎡	112.87900455318	23.052268085369	广州周边	三水桂丹路仙湖度假区正门直行约500米
慧源山庄	53000	元/㎡	113.3891845198	23.174739878813	天河	广州市天河区科韵路与华观路交汇处
越秀滨湖臻品系	28000	元/㎡起	113.248178	23.388408	花都	凤凰南路（国光2025PARK北侧）
中国通号天聚广场	11000	元/㎡	112.924171	23.190417	广州周边	城轨三水北站南侧
华海·山屿海	24000	元/㎡	113.59669693202	22.780648494004	南沙	南沙街兴业路北侧
合锦嘉泓天宇广场	23000	元/㎡起	113.55753955958	22.804858281277	南沙	进港大道和金岭北路交界东南侧
中铁诺德·阅泷	29500	元/㎡	113.2468170803	23.301033178724	白云	广州白云区广花一级公路430号
华润天合商用	32000	元/㎡起	113.433791	23.149157	天河	大灵山路400号
清远时代香海彼岸	11500	元/㎡	113.018739	23.717014	广州周边	清城区凤城街道办事处清廓路1号（万达广场旁）
保利花海湾	37000	元/㎡	113.22999787718	23.096868541066	荔湾	百花路111号（近花地湾地铁站）
广州城投保利金沙大都汇	26000	元/㎡	113.21703584593	23.156407788433	白云	白云区金沙洲沙贝地铁站A口右转100米
深业城	19500	元/㎡起	113.22469	22.926113	广州周边	105国道与林港路交汇处
海伦堡·海琴湾	5588	元/㎡起	113.07009194977	23.621255036748	广州周边	高新技术产业开发区建设三路2号
丰盛101	155	万元/套起	113.63278160931	23.153728978135	增城	广州市增城区新塘镇荔新大道97号
滨江首府	20000	元/㎡	113.122999	23.065302	广州周边	禅城区海五路北侧、汾江路西侧
佳兆业未来城	140	万元/套起	113.54933448327	23.110265473664	黄埔	黄埔区开创大道与黄埔东路交汇处（13号线南岗地铁站）
世茂泰禾广州院子	258	万元/套起	113.894618	23.231218	增城	广州市增城区增江街原裕达隆国际学校旁
保利时代	15000	元/㎡	113.62834937114	23.566993961649	从化	灌村路
金地仰云	55000	元/㎡	113.26173774644	23.195518013499	白云	白云新城西棠乐路（百信广场旁）
合汇·璟园	33000	元/㎡起	113.8366655287	23.232274918244	增城	广州市增城区挂绿新城荔湖大道东合汇璟园
西关九里	12000	元/㎡	113.17778778377	23.09908789448	广州周边	南海区穗盐西路佰德广场西侧
里城樾公馆	21000	元/㎡起	113.21847642458	23.428987303565	花都	建设北路樾北街1号（一汽奔腾4S店旁）
越秀逸泉锦翠	15000	元/㎡	113.62397304227	23.590923511292	从化	环市东路广外实验小学东侧
融创·春风岭南	7500	元/㎡	113.40596172357	23.749562948709	广州周边	京港澳高速汤塘出口
三水时代倾城	7300	元/㎡	112.92323811755	23.433788997747	广州周边	三水大㘵沙锦塘路8号
东江逸珑湾	18888	元/㎡起	113.64521707733	23.1151594619	增城	滨珑北二街6号
时代倾城（中新）	19500	元/㎡	113.6217676355	23.267437105174	增城	广州市增城区中新镇新墩路168号
时代倾城（鹤山）	8500	元/㎡	113.01668211024	22.785613088378	广州周边	鹤山市沙坪街道杰州大道2113号
万科金域蓝湾二期	22000	元/㎡起	113.17834950677	23.018354493996	广州周边	南海区桂城街道季华东路以南半岛路以北东平河旁（金域蓝湾旁）
中荟城	8300	元/㎡	113.31547575478	22.699138867473	广州周边	中山南头·广珠西线·月桂东路
越秀天悦江湾	80000	元/㎡	113.34118005937	23.057829855499	海珠	南洲路1026号
三水奥园尚居	6500	元/㎡	112.86499772562	23.504461894823	广州周边	三水区南山镇漫江大道旁（南山镇政府旁）
朝安金茂悦	23000	元/㎡	113.14273562637	23.035762345422	广州周边	兆祥路北侧（桂城地铁站旁）
清远佳兆业城市广场	8500	元/㎡	113.10867854005	23.585436806577	广州周边	广清高速古钱岭出口约3公里
奥园誉湖湾	28500	元/㎡起	113.228902	23.37725	花都	花都-滨水新城
碧桂园星悦台	16000	元/㎡起	113.566233	23.201613	黄埔	永顺大道
恒大御景	10500	元/㎡	113.32404199761	22.674358238331	广州周边	中山市阜沙镇聚福街9号
海伦堡海伦时光	43000	元/㎡	113.43628175645	23.134355546875	黄埔	中山大道东
龙光玖御湖	15600	元/㎡起	113.03462064986	23.158491652136	广州周边	南海区狮山镇桃园路西路北侧
峰尚九里	18000	元/㎡起	113.63414837064	23.342982299512	增城	中新镇中花路西50米
越秀•星汇瀚府	27500	元/㎡	113.18554551092	23.034625253218	广州周边	深海路与桂平路交汇处
碧桂园泊岸	13800	元/㎡起	113.195135	23.448167	花都	广州市花都区狮岭大道东12号
越秀万力·星悦峯	21000	元/㎡	113.51073	23.089682	黄埔	黄埔东路2019号
碧桂园广佛上城	24000	元/㎡起	113.24395283715	23.012931272099	广州周边	南海区三山新城疏港路北侧（佛罗伦萨小镇斜对面）
中建荔苑	19000	元/㎡起	113.81135644404	23.291260237545	增城	荔星大道北60-98号
时代维港	20000	元/㎡起	113.59060302574	22.803866465258	南沙	南沙区进港大道581号
加富花园（二期）天悦	24000	元/㎡起	113.448822	22.962551	番禺	石碁文化广场旁
宝夏花园二期	29000	元/㎡	113.520036	23.085944	黄埔	黄埔开发区南湾大道31-33号
嘉霖聚和尊悦台	16500	元/㎡起	113.40496448347	22.803082527732	南沙	大岗镇康宁路8号
越秀明珠天悦江湾	33000	元/㎡起	113.526896	22.773246	南沙	灵山岛尖湾区实验学校旁
四季奕居	90000	元/㎡	113.31875798499	23.145426224631	越秀	水荫路70号
时代印记（广州）	22000	元/㎡	113.49354565403	23.40966006615	黄埔	地铁14号线支线红卫站A口
华海·西福蓝湾	17000	元/㎡	113.685593	23.277458	增城	广州市增城区朱村街亚星路与元亨路交界处
华发江南府	63000	元/㎡	113.26791288693	23.107166562235	海珠	广州市海珠区宝岗大道中不动产交易中心旁
保利阅云台	45000	元/㎡起	113.26243839042	23.190248818906	白云	三元里大道以北（智慧少年宫旁）
融创滨江粤府	9000	元/㎡起	113.15994970993	22.726370376545	广州周边	均安·凫洲河畔（均安三桥旁）
悦美小城	220	万元/套起	113.04127793854	23.448558012506	花都	美林湖国际社区（导航：悦美小城营销中心）
华发荔湾荟商用	35000	元/㎡	113.21736515768	23.111937650518	荔湾	芳村大道西兴东路
合景朗云花园	44000	元/㎡起	113.26870395763	23.233536839984	白云	广花一路
远洋招商保利东湾	24500	元/㎡起	113.68054094681	23.281319597639	增城	广汕公路燕岗桥东地铁21号线凤岗快线站100米
顺景花园星悦轩	39000	元/㎡	113.26967759881	23.207997946524	白云	石井镇黄石路111号
保利拾光年	24000	元/㎡	113.538774	23.348191	黄埔	南起步区西北面
粤海拾桂府	90000	元/㎡	113.280284	23.124764	越秀	珠光路43-55号
广州富力悦禧城	33000	元/㎡	113.537774	23.11509	黄埔	东鹏大道与笔村大路交汇处
得天和苑	16000	元/㎡起	113.6070685922	23.2224475928	增城	新新大道北荔湖城站口
颐德湾尚	35000	元/㎡	113.52026903682	22.790960191256	南沙	南沙建设一路（南沙体育馆北侧）
碧桂园竹溪山境	5300	元/㎡	114.03136219082	23.630751431526	广州周边	广东省惠州市龙门县永汉镇马里山村
时代云港	16000	元/㎡	113.25207984099	23.352132610879	花都	空港经济圈镜湖大道南
华润置地·广州润府	40000	元/㎡	113.2977392721	23.261536070466	白云	均禾大道与鹤龙二路交汇处
招商金茂保利和府花园	17500	元/㎡	113.58575860211	23.563405316669	从化	西宁小学北
伟腾云星	42000	元/㎡起	113.27962562955	23.229330838356	白云	鹤龙一路766-782号
万科尚城（商业）	15000	元/㎡起	113.53947602967	23.096246467159	黄埔	南岗地铁站旁（导航：万科尚城）
阳光城兰园·翡澜花园	26500	元/㎡	113.246471	23.391578	花都	花都区凤凰南路汇丰水产市场B栋喜盟国际影城东侧50米处
天麟府·瑧林	100000	元/㎡	113.36854256474	23.134463240319	天河	天河公园西侧天府路
富力清远中以科技小镇	7000	元/㎡	112.95782042084	23.742176453042	广州周边	清新区临江路富力中以科技小镇销售中心
嘉丽泽恒大·养生谷	6388	元/㎡起	103.10874117969	25.269073007004	广州周边	昆明市嵩明县嘉丽泽收费站出口旁
纵横揽云	43000	元/㎡起	113.259037	23.201415	白云	佳园街37-45号（单）
万科山景城樾山	660	万元/套起	113.53126854231	23.214997003851	黄埔	长岭路南侧
广州国际智慧产业中心GIC	13000	元/㎡	113.55784584516	23.330793223061	黄埔	九龙大道旺村地铁C出口
华润置地路劲金茂桐悦	240	万元/套起	113.253936	23.385365	花都	广州市花都区凤凰南路（云峰大酒店旁）
臻尚苑商用	25000	元/㎡起	113.28054490264	23.002006957683	番禺	石洲中路
五矿万樾台	1600	万元/套起	113.38810787158	23.017804140043	番禺	兴南大道723号
保利天际（增城）	33000	元/㎡	113.607493	23.143074	增城	汽车城大道57号
汇金东翼	45000	元/㎡	113.39121733003	23.124804463017	天河	天河金融城黄埔大道中660号
中交蓝色海湾	31000	元/㎡起	113.617027	22.774798	南沙	南沙客运港对面
荣升珑樾	45000	元/㎡	113.33293872046	23.199929936082	白云	蟹石路2-38号（双号）
绿地云央	35000	元/㎡	113.32993	23.304353	白云	草塘路(科兴路民科园北门)
凯德·山海连城	24000	元/㎡	113.516644	23.023491	番禺	连海路（南大干线旁）
品秀星瀚	34000	元/㎡起	113.27645755948	23.016886632941	番禺	地铁22号线陈头岗地铁站（在建中）旁
天颐华府	1800	万元/套起	113.400025	22.956495	番禺	大龙街富怡路罗家村段6号
方圆·云山诗意云玺	140	万元/套起	113.856808	23.190635	增城	广州市石滩方圆云山诗意云玺
富力环贸中心	25000	元/㎡	113.20198929842	23.434270443697	花都	平步大道与狮岭大道交汇处（广清高速海布出口以东100米）
合景誉山国际	18000	元/㎡	113.600539	23.195375	增城	新新大道中
龙湖·双珑原著	24000	元/㎡起	113.54603134702	23.328357414978	黄埔	凤凰湖畔
岭南V谷	25000	元/㎡	113.2230683534	23.050977148978	荔湾	荔湾花地大道南657号
金海岸花园	54000	元/㎡	113.412717	22.937116	番禺	金海岸大道
碧桂园星港国际	14000	元/㎡	113.253984	23.392162	花都	迎宾大道（地铁莲塘站B出口）
水电广场	21000	元/㎡	113.60878	23.127242	增城	广深大道西1号
淘金半山豪庭	100000	元/㎡起	113.293528	23.147669	越秀	淘金路友谊商店北侧
合生湖山国际	19500	元/㎡起	113.571454	23.137613	增城	陈家林路
富力盈通大厦	45000	元/㎡起	113.328402	23.131862	天河	华夏路30号
云山壹品	60000	元/㎡起	113.28124162986	23.18110615531	白云	白云白云区白云大道南金信路
敏捷绿湖首府	14000	元/㎡	113.795125	23.207524	增城	增滩路
叠溪花园	15500	元/㎡	113.731115	23.279205	增城	朱石路
碧桂园荔山雅筑	14000	元/㎡起	113.571956	23.508968	从化	105国道
侨建御溪谷	23000	元/㎡	113.61518	23.290085	增城	风光路399号
招商雍景湾	28000	元/㎡起	113.556088	23.338528	黄埔	腾龙大道
保利中央公园	10500	元/㎡	112.91739053402	23.202913066105	广州周边	南丰大道
美林湖	8588	元/㎡起	113.049414	23.472904	花都	山前大道
星河湾区壹号	17000	元/㎡起	113.55018219862	22.801506244885	南沙	上隆岭路以南（湾区壹号销售中心）
悦江上品	43000	元/㎡起	113.224572	23.13407	荔湾	悦品二街2、3、4号
德高信中央大道	25000	元/㎡	113.166454	23.076707	广州周边	桂城融和路15号（中央大道与宝翠北路交汇处）
中冶·逸璟台	500	万元/套起	113.50876458796	23.221868377977	黄埔	主城区长岭居永顺大道长岭路以北（长岭居小学以北）
佳兆业天墅	75000	元/㎡	113.335548	23.210575	白云	同宝路8号
南沙保利城	18500	元/㎡起	113.5045704782	22.836816718551	南沙	鸡谷山路
自由人花园	25000	元/㎡起	113.231329	23.349814	花都	广花路
滨海新城	21000	元/㎡起	113.554705	22.821806	南沙	金沙路
南沙星河丹堤	23000	元/㎡起	113.58055	22.78484	南沙	登山路
远东御江豪庭	40000	元/㎡	113.232468	23.100395	荔湾	百花路58号
世茂珠江天鹅湾	100000	元/㎡	113.25979886329	23.09251398139	海珠	革新路126号太古仓旁
珠江壹城	17000	元/㎡	113.527286	23.480238	从化	105国道
越秀保利爱特城	21000	元/㎡	113.554386	23.149501	黄埔	云埔一路
尚东柏悦府	160000	元/㎡	113.342191	23.123135	天河	花城大道
新世界天逸	90000	元/㎡	113.368318	23.133672	天河	天府路31-33号
保利小楼大院	17000	元/㎡	113.810705	23.419818	增城	派潭小楼人家风景区（国家级3A风景区）内
科城山庄·峻森园	35000	元/㎡起	113.491529	23.191057	黄埔	水西环路
广州绿地城	13000	元/㎡起	113.5575696397	23.328074525232	黄埔	中新知识城九龙大道（中新知识城南起步区旺村地铁站旁）
绿地越秀海玥	53000	元/㎡	113.270288	23.082747	海珠	南边路
金地香山湖	17000	元/㎡	113.609836	23.221537	增城	新新大道15号
珠江源昌花园	18000	元/㎡	113.532134	22.726985	南沙	新广三路1号
星河山海湾	32000	元/㎡起	113.61533372775	22.766803952032	南沙	地铁4号线南沙客运港站A出口旁
合景天峻	13000	元/㎡	113.560571	23.332217	黄埔	知识城14号线旺村地铁站旁
天河星作	47000	元/㎡起	113.410294	23.160819	天河	合景路99号
源海仙村一号	13800	元/㎡起	113.723688	23.192794	增城	仙村大道
中海花湾壹号	53000	元/㎡	113.24439	23.074092	荔湾	荔湾芳村广钢新城鹤洞路220号
流溪半岛	25000	元/㎡	113.301917	23.326878	白云	江人三路1010-1018号
保利西悦湾	45000	元/㎡	113.229675	23.084285	荔湾	东漖南路
星河湾半岛	88000	元/㎡起	113.359076	23.037997	番禺	沙溪大道480号
保利和光晨樾	47000	元/㎡起	113.25421	23.072416	荔湾	开拓路
佳兆业城市广场	19000	元/㎡起	113.555957	23.108584	黄埔	黄埔东路
珠江嘉园	23000	元/㎡	113.563747	23.20288	黄埔	摇田河大街65号
恒大山水郡	14500	元/㎡起	113.63447	23.340409	增城	S118省道
南天名苑	80000	元/㎡	113.28903851901	23.056601751909	番禺	环岛北路8号
保利半岛	30000	元/㎡起	113.54310334996	22.823546517146	南沙	滨水大道东南沙儿童公园对面
富雅都市华庭	18300	元/㎡	113.630623	23.138067	增城	汇太东路233号
金龙城	18000	元/㎡起	113.438015	22.944465	番禺	亚运大道
合景誉山国际ihouse	9000	元/㎡起	113.600189	23.19576	增城	新新大道中
荔城一品山湖	15500	元/㎡	113.870959	23.246499	增城	塔山大道555号
敏捷尚品国际	15000	元/㎡	113.56695	22.804158	南沙	进港大道187号
南沙湾御苑	30000	元/㎡	113.59249808793	22.79869218407	南沙	进港大道
金融街融御	60000	元/㎡	113.280562	23.07123	海珠	石岗路12号
金地壹阅府	65000	元/㎡起	113.35496284369	23.016384493214	番禺	万博商务区兴南大道与万博二路交汇处
新城市星海42	800	万元/套起	113.37894374491	22.947110786565	番禺	坑口路123号（星海公园旁）
逸翠庄园	400	万元/套起	113.780394	23.289706	增城	增城大道292号
华发中央公园	54000	元/㎡	113.247738	23.071115	荔湾	芳村鹤洞路以南
振业天颂花园	42000	元/㎡起	113.251875	23.075446	荔湾	广州市荔湾区广钢新城开拓路
珑翠	38000	元/㎡起	113.317419	22.998675	番禺	市广路
臻尚苑	42000	元/㎡	113.280621	23.001961	番禺	石洲中路
新天半山墅	3800	万元/套起	113.346916	23.223407	白云	广州大道北
珠江金茂府	53000	元/㎡	113.252241	23.07616	荔湾	鹤洞路157号
南驰都湖国际	26500	元/㎡起	113.23534905572	23.387815497767	花都	新华路96号（花都湖公园旁）
珠光御景壹号	110000	元/㎡	113.243283	23.114927	荔湾	黄沙大道15-17号
碧桂园假日半岛	8500	元/㎡起	113.07193228751	23.492054758626	花都	山前旅游大道碧桂园假日半岛酒店旁
招商金山谷意库	26000	元/㎡	113.35210425408	22.984509396029	番禺	东艺路招商金山谷
奥园誉峯	15000	元/㎡起	113.607953	23.179193	增城	永平路29号
美悦湾	26000	元/㎡	113.521246	23.067059	黄埔	黄埔开发区西区丽江街1号
合景花漫里	17600	元/㎡起	113.60016216268	23.197909889109	增城	新新大道中段
南沙金茂湾	36000	元/㎡	113.524799	22.78763	南沙	焦西路
碧桂园龙津世家	56000	元/㎡	113.250213	23.130484	荔湾	龙津中路459-471号
广园东东方名都	25000	元/㎡起	113.599013	23.131483	增城	东江大道北8号
天誉半岛花园	120000	元/㎡起	113.254725	23.107352	海珠	同福西路40号
合和新城	23000	元/㎡	113.26308475378	23.37876955829	花都	迎宾大道3号
碧桂园清泉城	6500	元/㎡	113.599599	23.874558	广州周边	京珠高速
时代家·星荟	22000	元/㎡	113.159727	23.186675	广州周边	里水大道中56号
凯达尔枢纽国际广场	30000	元/㎡	113.60936876149	23.136876601033	增城	港口大道北336号群星新邨3号
华润天合	1700	万元/套起	113.43305	23.150461	天河	大灵山路400号
金泽豪庭	22000	元/㎡起	113.596067	23.129692	增城	金泽路1号
荔湾新城欣悦湾	40000	元/㎡	113.231903	23.095747	荔湾	茶滘路22号
紫泉流溪湾	15000	元/㎡	113.480519	23.451002	从化	康乐西路
保利紫云	43000	元/㎡起	113.25626	23.195242	白云	西苑路
