Name	Price	Unit	Lon	Lat	Region	Address
和达君玥	28500	元/㎡	120.412494	36.128357	市北区	黑龙江南路与滁州路交汇处
明翠雅居	28500	元/㎡	120.430682	36.117531	市北区	富源一路88号
保利和府	9400	元/㎡	120.044295	36.304726	胶州市	泉州北路17号
广润熙悦	22800	元/㎡	120.424849	36.170177	李沧区	桃园路27号
中骏丽景府	10000	元/㎡	120.55830822163	36.398796816554	即墨区	大田路与新华路交汇处
花样年碧云湾	11500	元/㎡	120.09842598982	36.176778996263	胶州市	淮河路与创新大道交界处
天一仁和悦海大观	10500	元/㎡	120.11687408122	36.172977985968	胶州市	长江路东8号（中加国际学校东侧）
天一仁和珑樾海	14800	元/㎡	120.34522464763	36.236682471069	城阳区	怡海路求实学院北侧
昆仑首府	16000	元/㎡	120.158334	35.964916	黄岛区	昆仑山路榕江路交汇处
仁洲观海	17300	元/㎡	120.24142163563	35.978306930918	黄岛区	长江东路以南，滨海大道以北，居然之家东北侧
佳源华府	47000	元/㎡	120.48570917248	36.113972746917	崂山区	松岭路与仙霞岭路交汇处
万科翡翠长江	21000	元/㎡	120.2186543111	35.965627230237	黄岛区	长江中路与白云山路交汇处
海外滩天寓	15000	元/㎡	120.35077127118	36.150181601009	市北区	欢乐滨海城（瑞海北路177号）　
融创时代公馆	10000	元/㎡	120.09111528672	36.230179239717	胶州市	滦河路9号
鲁骐金岸世家	7800	元/㎡	120.18377399051	36.358625331076	胶州市	空港新区李哥庄联谊大街77号
天一仁和宸璟仟山	6500	元/㎡	119.77379692056	36.063242638903	胶州市	里岔镇千山北路
海尔产城创翡翠公园	15700	元/㎡	120.41163389688	36.385713052079	即墨区	石林二路88号（华山路小学对面）
龙湖天璞	20000	元/㎡	120.23011487063	35.953662823874	黄岛区	青云山路与银沙滩路交汇处
海尔产城创中央花园	13000	元/㎡	120.54206380773	36.415543535755	即墨区	壮武路以西，龙山路以东，皋虞路以南，宁东路以北
蓝城玉蘭公馆	20000	元/㎡	120.41447554824	36.391499872113	即墨区	文化路与华山二路交汇处
卓越维港	22000	元/㎡	120.25185868851	35.972755352188	黄岛区	漓江东路与华顶山路交界处东
天一仁和财富中心二期	12000	元/㎡	120.4100636717	36.309832235182	城阳区	正阳中路166号
卓越天元	26000	元/㎡	120.25261104324	35.968985397932	黄岛区	金沙滩路789号
越秀天悦海湾	20000	元/㎡	120.38134035379	36.192949390542	李沧区	沔阳路7号
青特悦海府	18000	元/㎡	120.33410374457	36.237842343551	城阳区	梦海路28号
禹洲朗廷府	15000	元/㎡	120.41626475743	36.389788009884	即墨区	石林一路137号
中建锦绣天地	7500	元/㎡	120.1883789795	36.371051611696	胶州市	联谊大街东首翱翔路一号
金隅和寓	18000	元/㎡	120.37249239399	36.092888102426	市北区	延吉路镇江路交汇处
天一仁和悦湖锦府	11000	元/㎡	120.277467	36.347541	城阳区	岙东路与宏通路交汇处
弗莱德建公元	15000	元/㎡	120.12751897066	36.071426222134	黄岛区	团结路2877号中德生态园内
远洋万和城	35000	元/㎡	120.43162975574	36.114178965921	市北区	辽阳西路与劲松五路交汇处西约200米
碧桂园云著	30000	元/㎡	120.371465	36.101868	市北区	鞍山路M1与M4地铁换乘站&middot;山东路家乐福北侧
蓝光雍锦半岛	16400	元/㎡	120.17238841909	35.992636737914	黄岛区	五台山路北，团结路西
万科新都会	16500	元/㎡	120.16123018682	35.989948600346	黄岛区	西海岸青医附院黄岛分院南
泉源山庄	11000	元/㎡	120.14255752069	36.0074867344	黄岛区	前湾港路776号
腾讯双创小镇	15300	元/㎡	120.26592938036	36.270767564063	城阳区	智力岛路与和融路交汇处
卓越嘉悦	14000	元/㎡	120.24423790496	36.25565710275	城阳区	火炬路117号
云嶺四季	8600	元/㎡	120.09296570774	36.283985290922	胶州市	兰州东路与太湖路交汇处
海尔产城创云谷壹号公寓	22000	元/㎡	120.43445488264	36.14204508475	崂山区	海尔路一号
中建尚锦苑	11000	元/㎡	120.73538057304	36.447200620656	即墨区	滨海公路与嶺海中路交汇处
兴源巴黎城	12000	元/㎡	120.03968501458	36.286793735832	胶州市	胶州市温州路、扬州支路、龙州路交汇处
青岛龙湖西府原著	10000	元/㎡	119.92980150204	35.804993509375	胶南市	松云路128号
万恒四季花城	9900	元/㎡	120.11102778075	36.177062975949	胶州市	交大大道与淮河路交汇处东侧
香溪地	11800	元/㎡	120.48257182562	36.423456082788	即墨区	明水二路66号（青威路与明水二路交汇处）
三木空港小镇璟云	6800	元/㎡	120.384428	36.105215	胶州市	204国道胶东办事处东200米路北
信达金地蓝庭	15383	元/㎡	120.159704	35.971906	黄岛区	青岛市西海岸新区钱塘江路396号
融创中心	14500	元/㎡	120.02002614221	35.851418688298	胶南市	西海岸新区滨海大道与世纪大道交汇处西行800米路南
天泰天空之城	11000	元/㎡	120.677755	36.428871	即墨区	莱青路以西
蔚蓝创新天地公寓	11000	元/㎡	120.441674	36.318766	城阳区	荟城路506号
御海华庭	15500	元/㎡	120.028875	35.846762	胶南市	月牙河路66号
永新华府	7200	元/㎡	120.561501	31.844249	平度市	苏州南路9号
实地蔷薇国际	14000	元/㎡	120.06632440981	35.904033567681	胶南市	青岛市西海岸新区地铁13号线两河路站旁
海尔产城创世纪观邸	26500	元/㎡	120.40021215832	36.130324016226	市北区	德兴路56号\/61号
华庭丽景	9000	元/㎡	120.17179	36.357669	胶州市	李哥庄镇联谊大街26号
青岛桃李春风	24800	元/㎡	119.80639333322	36.051420073179	胶州市	青岛胶州尧王山下祓泽湖畔　
海信观澜	17000	元/㎡	120.39113761232	36.29713529875	城阳区	黑龙江路与兴阳路交汇处
青建悦海澜山	14000	元/㎡	120.354952	36.12918	市北区	宜昌路12号
奥园翰林名苑	19500	元/㎡	120.1785706162	35.97848804846	黄岛区	香江路与五台山路交汇处（运海城东侧）
协信天骄云麓	8500	元/㎡	120.08278547386	36.293471277089	胶州市	兰州东路624号
黄海铂寓	13500	元/㎡	120.21189246839	35.960659614963	黄岛区	珠江路与萧山路交叉口
远洋御城	11000	元/㎡	120.09928883135	36.184352199603	胶州市	创新大道与黄河路交汇处
凯景领盛华府	12900	元/㎡	120.16890605197	36.037814936599	黄岛区	团结路1676号
创智中粮锦云	12500	元/㎡	120.546051	36.412896	即墨区	宁东路6号
融信西发海月星湾	21000	元/㎡	120.09674145469	35.89739759283	胶南市	滨海大道以南华山西路以东
灵山湾壹号	19000	元/㎡	120.14293793552	35.919060890886	黄岛区	青岛市西海岸新区海港路与滨海大道交叉口沿海港路向南行500米
金地禹洲江山艺境	21000	元/㎡	120.16921988433	35.960741009493	黄岛区	江山南路东、黄浦江路北（江山路第一小学东北侧）
中启国际M+社区	12000	元/㎡	120.401053	36.277865	城阳区	宝安路16号
青铁华润城	18000	元/㎡	120.454935	36.123881	崂山区	辽阳路与深圳路交汇处
樾郡	10500	元/㎡	120.06723408612	36.297112505437	胶州市	兰州东路596号
保利红岛湾	15300	元/㎡	120.29508611328	36.207552203938	城阳区	红岛街道华强路2号
中南环球·春风南岸	11200	元/㎡	119.99515429951	35.895386768283	胶南市	东岳中路和珠山路交会处
招商公园1872	15000	元/㎡	120.40576152206	36.389167211974	即墨区	学府路528号
保利源诚领秀海	14000	元/㎡	120.07209221111	35.901187664229	胶南市	镜台路西东岳中路北
华发四季	14000	元/㎡	120.55008426619	36.424832588251	即墨区	长广路与皋虞路交汇处
天泰幸福里	9600	元/㎡	119.99369966496	36.29884820861	胶州市	胶州市胶州西路296号
西海岸碧桂园翡翠湾	23500	元/㎡	120.22117269844	35.973030528195	黄岛区	长江路与衡山路交汇处北400米
中海樘院	13500	元/㎡	120.51801138996	36.416792422714	即墨区	盟旺路与埠惜路路口
鲁商中央公馆	13000	元/㎡	120.5518350707	36.422762695586	即墨区	长广路以东，晓阳路以西，皋虞路以南，适致路以北
新城红岛湾	15300	元/㎡	120.28670139212	36.208373570445	城阳区	华强路2-6号
贵和嘉悦府	8300	元/㎡	120.16201852998	36.366517045046	胶州市	李哥庄镇联谊大街与北八路交汇处北200米
青岛金地自在城	8850	元/㎡	119.95633815269	35.88292117867	胶南市	玉泉路与灵山湾路交汇处
越秀铂悦府	13000	元/㎡	120.0551042115	36.290762263764	胶州市	胶州市海尔大道与兰州东路交汇处南500米（原中集地块）
绿地香海汇都	20000	元/㎡	120.18892245109	35.983200847894	黄岛区	太行山路与嘉陵江路交汇处
府新苑	6700	元/㎡	119.97452221534	36.369833678469	胶州市	胶北街道办事处东侧
公元景樾公馆	11000	元/㎡	120.04408858274	35.909831133261	胶南市	隐珠街道泉城路隐珠中学北450米
我家阳光上城	8500	元/㎡	120.05679909035	36.300400822829	胶州市	海尔大道与胶州东路交汇处东约800米
碧水明珠	15500	元/㎡	120.15875873034	36.025100846822	黄岛区	黄河中路178号
海信灵山湾	15000	元/㎡	120.087089	35.900743	胶南市	滨海大道与辛屯路交汇处以北
瑞源名嘉康城	14000	元/㎡	120.04389311622	35.896041840411	胶南市	西海岸新区朝阳山路969号
旭辉银盛泰正阳府	18500	元/㎡	120.426563	36.316119	城阳区	正阳中路与靖城路交汇处（向北500米）
龙湖亿联春江悦茗	12500	元/㎡	120.02017071752	35.851252916879	胶南市	中央活力区相公山路北、圣元路西
碧桂园翡翠城	15200	元/㎡	120.24947481849	36.252602914552	城阳区	新业路以南，岙东路以西700米
碧桂园盛汇澜庭	11800	元/㎡	120.02081361114	36.24515020114	胶州市	中赵社区路南50米（三里河派出所南缘）
观澜文苑	9500	元/㎡	120.10572121787	36.14645487628	胶州市	交大大道与闽江路交汇处西300米
北岭财富佳苑	13300	元/㎡	120.244201	36.286399	城阳区	龙游路18号
万科星空	14000	元/㎡	120.40380326831	36.132026856461	市北区	长沙路与宁乡路交汇处
禹洲朗廷湾	18500	元/㎡	120.22087348935	35.972255047413	黄岛区	嘉陵江路和衡山路交汇处
翰林华府	12000	元/㎡	120.05479975164	35.912996185921	胶南市	墨香路北首
天泰山海印象	13700	元/㎡	120.01515543081	35.816072889009	胶南市	映山红路与拥军路交汇处往南100米
炜伦公馆	12300	元/㎡	120.04843922357	35.888316005258	胶南市	七墩山路616号
胶州湾尚合苑	7500	元/㎡	119.95033243069	36.271424572625	胶州市	平城西路与平城南路交汇处百盛希望小学北100米
金墨华府	7000	元/㎡	120.0200200718	36.316202522957	胶州市	滨州路47号
中梁国宾府	7500	元/㎡	119.98102142377	36.739491443664	平度市	世纪大道南侧，经三路以南，经四路以北，吉州路以西
中海林溪世家	11400	元/㎡	120.10124495948	36.279920407133	胶州市	少海北路32号
少海名仕府邸	13400	元/㎡	120.06999360391	36.25928320114	胶州市	海尔大道327号
国际健康生态谷	10000	元/㎡	120.06297485993	35.948677402839	胶南市	青岛市西海岸新区两河路与开城路交汇处北行3公里
黑卓碧桂园美筑	12999	元/㎡	120.00883146944	35.853055392792	胶南市	世纪大道南，三沙路西
城发长江瑞城	22000	元/㎡	120.16750936393	35.949975137728	黄岛区	峨眉山路366号
枫悦名邦	8300	元/㎡	119.977157	36.276294	胶州市	扬州路与柳州路交汇处北300米路西
平度万汇碧桂园珑樾	8000	元/㎡	119.96340087387	36.746013921544	平度市	平度南部生态商务核心区重庆路（原世纪大道）与常州路交汇处
金地金泽九里风华	20000	元/㎡	120.24345993758	35.988567908609	黄岛区	长江东路北侧、大涧山东麓
盈创板桥华府	9600	元/㎡	119.98889552429	36.289735728254	胶州市	梧州路以西，西宋路以北、中宋路以东、兰州路以南
海逸天成公寓	50000	元/㎡	120.38588907548	36.06732920568	市南区	东海西路29号
保利云禧	12000	元/㎡	120.05501374808	36.293633546682	胶州市	兰州东路与海尔大道交汇处
融发碧桂园珠山郡	14000	元/㎡	119.99434333363	35.82020616454	胶南市	西海岸地铁M13大珠山站西南500米
盛华海语树	18000	元/㎡	120.08636	35.903196	黄岛区	西海岸东岳中路和辛屯路交汇处
海尔产城创熙园	15000	元/㎡	120.14682514394	35.97963305762	黄岛区	西海岸新区香江路1017号
海信文墨里	13000	元/㎡	120.48058372226	36.389215096826	即墨区	泰山一路与文化路交汇处
奥润千熙之城	5800	元/㎡	120.49956061417	36.863608963702	莱西市	威海路利客来西1800米
康大江山樾	17000	元/㎡	120.12158464049	35.936992628136	胶南市	开城路与毛家山路交汇处西行100米
中梁首府	6800	元/㎡	120.52084363656	36.869170755184	莱西市	青岛路与黄海路交汇处
首创禧悦天海	23000	元/㎡	120.38382086757	36.185772669949	李沧区	安顺路与沧安路交汇处
国际海洋智区 云府	11000	元/㎡	120.00327850318	35.823829958054	胶南市	滨海大道与琅琊台南路交汇处
旭辉银盛泰博观御品	12000	元/㎡	120.017128	36.265462	胶州市	广州南路与北京路交界处南200米（博观锦岸对面）
天聚华府	7200	元/㎡	120.00552297204	36.363283698379	胶州市	胶州马店中心大街
中海红著	15400	元/㎡	120.27331	36.280326	城阳区	广盛支路18号
恒源上城御府二期	8300	元/㎡	119.97558661339	36.281759875848	胶州市	寺门首路928号
旭辉银盛泰博观星海河海园	13500	元/㎡	120.058536	35.895964	胶南市	隐珠街道灵山湾路与水城路交会处路南
天泰欢乐时光	8200	元/㎡	119.97360043936	36.255124769259	胶州市	香港路898号
碧桂园云境	26000	元/㎡	120.372313615	36.140430847167	市北区	大沙路与金华支路交汇处
半岛新天地公寓	20000	元/㎡	120.384428	36.105215	市北区	连云港路20号
龙湖上合壹号	9000	元/㎡	120.091186	36.156583	胶州市	青岛胶州市尚德大道与湘江路交汇处
海尔产城创国际广场	12500	元/㎡	120.26928042543	36.271020348045	城阳区	智力岛路8号
中铁青岛世界博览城	13500	元/㎡	120.031753	35.829511	胶南市	黄岛区海湾路666号
鲁商蓝岸丽舍公寓	22000	元/㎡	120.49252	36.12417	崂山区	松岭路88号
海尔产城创波尔多小镇	49500	元/㎡	120.537099	36.127059	崂山区	九水东路657号甲
海信花街小镇	13600	元/㎡	120.085975	35.92876	黄岛区	万达茂向北1.2公里（星海滩路西）
文创首府	30500	元/㎡	120.384428	36.105215	市北区	青岛市市北区敦化路516号
青特小镇	16500	元/㎡	120.460885	36.322957	城阳区	春阳路19号
智慧之城	12500	元/㎡	120.519815	36.323765	城阳区	王沙路1373号,1400号
和达璟城商铺	30000	元/㎡	120.48156	36.198692	李沧区	宾川路90号
鑫江桂花园汀香	17500	元/㎡	120.432986	36.238394	城阳区	黑龙江中路789号
泰山华府	28000	元/㎡	120.341898	36.089769	市北区	泰山路与辽宁路交汇处
中南林樾	22600	元/㎡	120.410344	36.204623	李沧区	李沧区文昌路377号
融创维多利亚湾	11300	元/㎡	120.260541	36.024307	黄岛区	同江路1号
鑫江水青花都观山	16400	元/㎡	120.44014	36.219039	城阳区	王沙路2号
樾府	11300	元/㎡	120.09172075132	36.17909418636	胶州市	尚德大道与淮河路交汇处
青岛星河湾	26000	元/㎡	120.342942	36.232939	城阳区	丰海路51号
星雨华府	11000	元/㎡	120.3327399331	36.2874316552	城阳区	和源路216号
红星国际广场璞寓	13500	元/㎡	120.04196989249	35.879412793844	胶南市	西海岸路与易通路交汇处
市北建投凤凰新天地	23000	元/㎡	120.358996	36.127012	市北区	广昌路5号
中交中央公元	12800	元/㎡	120.469006	36.387477	即墨区	文化路180号
三盛国际海岸	13500	元/㎡	120.7159642044	36.4434221291	即墨区	岭海西路36号
鲁商蓝岸公馆	25000	元/㎡	120.39291044529	36.088152526078	市南区	南京路137号
中洲半岛城邦	9000	元/㎡	120.086307	36.269544	胶州市	少海北路58号
绿城深蓝中心	85000	元/㎡	120.380059	36.064702	市南区	东海西路11号
天一镜台山	12000	元/㎡	120.05402895425	35.933199557548	胶南市	东元路111号（开城路与两河路交汇处北，临港管委旁）
檀府御园	17000	元/㎡	120.441958	36.320931	城阳区	春阳路88号
恩马墅院	35000	元/㎡	120.50867	36.14316	崂山区	枣山东路27号
中建锦绣城	12000	元/㎡	120.036623	35.887468	胶南市	月亮湾路1077号
中铁青岛中心	28000	元/㎡	120.386812	36.07012	市南区	香港中路8号
磊鑫河畔阳光	13200	元/㎡	120.467839	36.291004	城阳区	王沙路788-18号
保利天汇	28000	元/㎡	120.407159	36.127831	市北区	长沙路18号
麗山国际	11000	元/㎡	120.45043694309	36.415848323164	即墨区	鹤山东路518号
青岛达观天下	9500	元/㎡	120.103868	36.157202	胶州市	湘江路5号
新城玺樾	11000	元/㎡	120.11383437441	36.284552995061	胶州市	少海北路18号
慷豆创享城	13000	元/㎡	120.411544	36.262133	城阳区	重庆北路夏塔路交汇处往东300米
恒大御澜国际	10000	元/㎡	120.430686	36.270256	城阳区	山河路702号
青岛海上嘉年华	23000	元/㎡	120.173401	35.936786	黄岛区	漓江西路1166号
梦想望城	6400	元/㎡	120.523096	36.834585	莱西市	青岛南路66号
新都朗悦	28000	元/㎡	120.40342556964	36.121152064318	市北区	合肥路与台柳路交汇处（毗邻凯德Mall）
兰庭现河1号	8700	元/㎡	119.989799	36.786172	平度市	青岛路3号
天一仁和城	11500	元/㎡	120.0578587301	36.2397759159	胶州市	温州路1778号
珠山秀谷御墅	13500	元/㎡	120.0142114944	35.8041837795	胶南市	山川路1177号
国信墨悦湾	12000	元/㎡	120.494066	36.388647	即墨区	文化路16号
天峰首府	14000	元/㎡	120.483378	36.308562	城阳区	正阳东路,近王沙路
万汇创新创业园一期	15000	元/㎡	119.96298673597	36.74606494235	平度市	重庆路589号
胶州宝龙城市广场	9000	元/㎡	120.03499239212	36.273948340796	胶州市	胶州市福州南路97号
融创青岛东方影都	19500	元/㎡	120.1124124527	35.9046541991	黄岛区	滨海大道1777号
市北建投东安商街	23000	元/㎡	120.39204452717	36.107804050937	市北区	东安路5号（东安路与伊春路交汇处）
海尔产城创鼎世华府	22500	元/㎡	120.42342872556	36.151978443038	李沧区	宝龙城市广场对面，青山路与九水路交汇处
京华海悦	18000	元/㎡	120.218436	35.966746	黄岛区	长江东路489号
福瀛天麓湖二期	26000	元/㎡	120.219606	35.968819	黄岛区	韶山路568号
融创阿朵小镇	13500	元/㎡	119.77171489804	35.796160280935	胶南市	藏马山旅游度假区融创阿朵小镇生活美学馆
新兴中心城	20000	元/㎡	120.55633768775	36.40793788241	即墨区	鹤山路与莲花山路交界处
忠观悦府	12900	元/㎡	120.011914	36.28301	胶州市	泸州路
昱苑金岸丽景	8300	元/㎡	120.168461	36.354949	胶州市	迎宾大街25号
润锦中央美地	8500	元/㎡	119.96924	36.755946	平度市	新区大道91号
三木家天下文澜府	11000	元/㎡	120.106088	36.186095	胶州市	辽河路,近交大大道
海尔产城创世纪观邸办公	18500	元/㎡	120.384428	36.105215	市北区	德兴路56号\/61号
世博双子行政公寓	15000	元/㎡	120.025662	35.830635	胶南市	盛海路98号
亿阳金都馨城	9500	元/㎡	120.0111	36.260647	胶州市	澳门路818号
海达如意金岸3号	8300	元/㎡	120.091913	36.181758	胶州市	尚德大道
鸿锦凤凰新城	9600	元/㎡	120.015262	36.254231	胶州市	广州路
海逸天成	45000	元/㎡	120.387043	36.068098	市南区	东海西路29号
海尔产城创莱茵公馆	13500	元/㎡	120.13247	36.074361	黄岛区	团结路,近昆仑山路
东方时尚中心	12000	元/㎡	120.036765	35.808237	胶南市	海军路西、翠岛路南
首创空港国际中心	10000	元/㎡	120.400507	36.271985	城阳区	长城南路6号
绿地望海领御	19000	元/㎡	120.26380731651	35.981248705028	黄岛区	嘉陵江路与滨海大道交汇处往东500米
海尔产城创原乡小镇	16000	元/㎡	120.639382	36.44202	即墨区	温泉一路399号
青岛银座中心	23700	元/㎡	120.39818	36.072448	市南区	香港中路31号银座中心
紫荆公馆	8700	元/㎡	120.38243461915	36.304784997536	城阳区	锦城路357号
河岸首府	25000	元/㎡	120.46412	36.16501	李沧区	铜川路79号
绿地科创	14000	元/㎡	120.41765239782	36.171951559211	李沧区	京口路106号
诺德广场	16000	元/㎡	120.38785496312	36.098453121557	市北区	敦化路328号
荣盛锦绣外滩	9800	元/㎡	120.10294108434	36.154249256443	胶州市	交大大道以西，湘江路以南，创新大道以东，赣江路以北
德信利群广场	25000	元/㎡	120.13018482655	35.936435177303	胶南市	西海岸新区中央商务区灵海路与瞭望山路交汇处
青岛天安数码城	9500	元/㎡	120.444681	36.320078	城阳区	春阳路88号
资源博雅广场	22000	元/㎡	120.459262	36.119261	崂山区	香岭路1号
汇通金融大厦	7500	元/㎡	119.96872102071	36.783786273954	平度市	青岛路与苏州路交界处
远雄国际广场写字楼	35000	元/㎡	120.393834	36.071593	市南区	香港中路26号 (距海200米)
鸿府国际大厦	18000	元/㎡	120.398186	36.118194	市北区	台柳路270号
卓越世纪中心二期写字楼	18500	元/㎡	120.38687712979	36.096737732763	市北区	延吉路128号
Max科技园(青岛•红湾)	9500	元/㎡	120.278829	36.276171	城阳区	广盛路77号
山东高速西海岸中心	21000	元/㎡	120.19966142727	35.951884959757	黄岛区	滨海大道与井冈山路交汇处
计世高科园	13000	元/㎡	120.29049964716	36.281757316412	城阳区	河东路377号
澜山悦府	9500	元/㎡	120.063205	36.39454	胶州市	胶州市兰州东路与站前大道西50米路南
中杰时代公馆	8300	元/㎡	119.95414534074	36.791245214267	平度市	红旗路318号
名城府邸	7600	元/㎡	120.03605790506	36.29244929459	胶州市	胶州市禹州路38号
伟信沽河小镇	4500	元/㎡	120.206464	36.647219	平度市	仁兆镇顺达街4号
绿城锦棠	25000	元/㎡	120.45811449036	36.183339441471	李沧区	金水路与铜川路交汇处
海能怡然园墅	18000	元/㎡	120.07381739317	36.22045374194	胶州市	营杜路338号
